# master_seed: 1783263541
instance,run_id,seed,greedy,rand_0.3,rand_0.5,rand_0.8,react_0.5,react_1.0,react_2.0,time_greedy,time_rand_0.3,time_rand_0.5,time_rand_0.8,time_react_0.5,time_react_1.0,time_react_2.0
scenario_n100_l50_d0.80_instance01,4,3,14,22,31,3,3,3
scenario_n20_l20_d0.20_instance01,4,8,7,8,9,8,8,8
scenario_n20_l20_d0.50_instance01,4,3,4,6,8,3,3,3
scenario_n20_l20_d0.80_instance01,4,3,4,6,7,3,3,3
scenario_n30_l30_d0.20_instance01,4,9,10,11,13,9,9,9
scenario_n30_l30_d0.50_instance01,4,5,7,10,12,5,5,5
scenario_n30_l30_d0.80_instance01,4,4,7,10,13,4,4,4
scenario_n40_l40_d0.20_instance01,4,10,10,14,19,10,10,10
scenario_n40_l40_d0.50_instance01,4,6,10,12,18,6,6,6
scenario_n40_l40_d0.80_instance01,4,4,9,13,17,4,4,4
scenario_n500_l125_d0.20_instance01,4,15,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,4,5,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,4,2,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,4,24,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,4,12,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,4,4,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,4,32,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,4,14,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,4,6,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,4,32,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,4,19,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,4,8,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,4,39,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,4,21,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,4,10,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,4,5,4,6,8,4,4,4
scenario_n50_l12_d0.50_instance01,4,3,4,6,8,3,3,3
scenario_n50_l12_d0.80_instance01,4,1,4,6,8,1,1,1
scenario_n50_l25_d0.20_instance01,4,9,9,11,16,8,8,8
scenario_n50_l25_d0.50_instance01,4,4,7,11,13,4,4,4
scenario_n50_l25_d0.80_instance01,4,3,7,11,15,3,3,3
scenario_n50_l50_d0.20_instance01,4,11,13,18,23,11,11,11
scenario_n50_l50_d0.50_instance01,4,6,12,17,22,6,6,6
scenario_n50_l50_d0.80_instance01,4,4,12,17,22,4,4,4
scenario_n50_l62_d0.20_instance01,4,13,15,20,26,13,13,13
scenario_n50_l62_d0.50_instance01,4,5,14,19,22,5,5,5
scenario_n50_l62_d0.80_instance01,4,5,14,20,25,5,5,5
scenario_n1000_l1000_d0.20_instance01,5,64,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,5,44,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,5,24,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,5,74,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,5,51,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,5,28,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,5,34,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,5,34,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,5,11,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,5,50,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,5,38,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,5,16,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,5,59,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,5,43,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,5,22,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,5,13,25,38,46,13,13,13
scenario_n100_l100_d0.50_instance01,5,7,26,38,49,7,7,7
scenario_n100_l100_d0.80_instance01,5,5,26,37,48,5,5,5
scenario_n100_l125_d0.20_instance01,5,13,30,43,55,13,13,13
scenario_n100_l125_d0.50_instance01,5,11,30,41,50,11,11,11
scenario_n100_l125_d0.80_instance01,5,6,29,43,54,6,6,6
scenario_n100_l25_d0.20_instance01,5,4,8,12,18,4,4,4
scenario_n100_l25_d0.50_instance01,5,3,8,12,18,3,3,3
scenario_n100_l25_d0.80_instance01,5,2,8,12,17,2,2,2
scenario_n100_l50_d0.20_instance01,5,8,14,22,32,8,8,8
scenario_n100_l50_d0.50_instance01,5,4,14,22,32,4,4,4
scenario_n100_l50_d0.80_instance01,5,3,14,22,32,3,3,3
scenario_n20_l20_d0.20_instance01,5,7,7,8,9,7,7,7
scenario_n20_l20_d0.50_instance01,5,3,5,6,8,3,3,3
scenario_n20_l20_d0.80_instance01,5,3,4,6,7,3,3,3
scenario_n30_l30_d0.20_instance01,5,10,8,10,13,9,9,9
scenario_n30_l30_d0.50_instance01,5,5,7,10,12,5,5,5
scenario_n30_l30_d0.80_instance01,5,4,7,10,11,4,4,4
scenario_n40_l40_d0.20_instance01,5,10,11,14,16,10,10,10
scenario_n40_l40_d0.50_instance01,5,5,10,13,17,5,5,5
scenario_n40_l40_d0.80_instance01,5,5,10,13,17,5,5,5
scenario_n500_l125_d0.20_instance01,5,16,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,5,6,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,5,2,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,5,22,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,5,12,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,5,5,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,5,33,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,5,15,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,5,7,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,5,38,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,5,18,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,5,9,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,5,39,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,5,22,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,5,10,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,5,5,5,6,8,5,5,5
scenario_n50_l12_d0.50_instance01,5,3,4,6,8,3,3,3
scenario_n50_l12_d0.80_instance01,5,2,4,5,8,2,2,2
scenario_n50_l25_d0.20_instance01,5,8,9,11,15,7,6,7
scenario_n50_l25_d0.50_instance01,5,3,7,10,15,3,3,3
scenario_n50_l25_d0.80_instance01,5,2,7,11,14,2,2,2
scenario_n50_l50_d0.20_instance01,5,9,12,18,23,9,9,9
scenario_n50_l50_d0.50_instance01,5,6,12,15,24,6,6,6
scenario_n50_l50_d0.80_instance01,5,4,12,17,22,4,4,4
scenario_n50_l62_d0.20_instance01,5,10,13,20,26,10,10,10
scenario_n50_l62_d0.50_instance01,5,6,14,19,24,6,6,6
scenario_n50_l62_d0.80_instance01,5,5,15,17,23,5,5,5
scenario_n1000_l1000_d0.20_instance01,6,66,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,6,45,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,6,26,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,6,73,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,6,49,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,6,29,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,6,41,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,6,32,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,6,11,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,6,53,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,6,36,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,6,18,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,6,60,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,6,41,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,6,17,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,6,13,26,37,49,13,13,13
scenario_n100_l100_d0.50_instance01,6,6,26,37,50,6,6,6
scenario_n100_l100_d0.80_instance01,6,5,24,36,49,5,5,5
scenario_n100_l125_d0.20_instance01,6,13,30,41,54,13,13,13
scenario_n100_l125_d0.50_instance01,6,10,30,42,54,10,10,10
scenario_n100_l125_d0.80_instance01,6,5,31,43,53,5,5,5
scenario_n100_l25_d0.20_instance01,6,5,8,12,19,5,5,5
scenario_n100_l25_d0.50_instance01,6,3,8,12,18,3,3,3
scenario_n100_l25_d0.80_instance01,6,2,8,13,18,2,2,2
scenario_n100_l50_d0.20_instance01,6,9,14,22,33,9,9,9
scenario_n100_l50_d0.50_instance01,6,5,14,22,31,5,5,5
scenario_n100_l50_d0.80_instance01,6,3,14,22,31,3,3,3
scenario_n20_l20_d0.20_instance01,6,9,8,9,9,8,9,9
scenario_n20_l20_d0.50_instance01,6,4,5,6,8,4,4,4
scenario_n20_l20_d0.80_instance01,6,3,4,6,7,3,3,3
scenario_n30_l30_d0.20_instance01,6,7,8,10,12,7,7,7
scenario_n30_l30_d0.50_instance01,6,6,7,10,13,6,6,6
scenario_n30_l30_d0.80_instance01,6,2,7,10,13,2,2,2
scenario_n40_l40_d0.20_instance01,6,11,12,15,17,11,11,11
scenario_n40_l40_d0.50_instance01,6,4,9,13,17,4,4,4
scenario_n40_l40_d0.80_instance01,6,3,9,13,17,3,3,3
scenario_n500_l125_d0.20_instance01,6,14,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,6,7,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,6,2,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,6,26,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,6,11,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,6,5,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,6,29,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,6,15,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,6,7,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,6,35,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,6,19,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,6,7,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,6,40,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,6,21,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,6,9,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,6,4,4,6,8,4,4,4
scenario_n50_l12_d0.50_instance01,6,2,4,6,8,2,2,2
scenario_n50_l12_d0.80_instance01,6,1,4,6,8,1,1,1
scenario_n50_l25_d0.20_instance01,6,7,8,11,14,7,7,7
scenario_n50_l25_d0.50_instance01,6,4,7,11,15,4,4,4
scenario_n50_l25_d0.80_instance01,6,4,7,11,15,4,4,4
scenario_n50_l50_d0.20_instance01,6,9,13,19,24,9,9,9
scenario_n50_l50_d0.50_instance01,6,5,12,17,22,5,5,5
scenario_n50_l50_d0.80_instance01,6,4,12,17,22,4,4,4
scenario_n50_l62_d0.20_instance01,6,11,15,20,26,11,11,11
scenario_n50_l62_d0.50_instance01,6,7,13,20,25,7,7,7
scenario_n50_l62_d0.80_instance01,6,4,14,19,25,4,4,4
scenario_n1000_l1000_d0.20_instance01,7,65,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,7,45,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,7,22,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,7,74,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,7,54,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,7,32,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,7,42,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,7,33,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,7,13,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,7,54,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,7,40,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,7,20,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,7,58,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,7,46,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,7,24,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,7,16,25,37,48,16,16,16
scenario_n100_l100_d0.50_instance01,7,6,25,35,50,6,6,6
scenario_n100_l100_d0.80_instance01,7,4,26,37,48,4,4,4
scenario_n100_l125_d0.20_instance01,7,12,30,42,53,12,12,12
scenario_n100_l125_d0.50_instance01,7,7,31,40,54,7,7,7
scenario_n100_l125_d0.80_instance01,7,5,30,41,54,5,5,5
scenario_n100_l25_d0.20_instance01,7,6,8,12,18,6,6,6
scenario_n100_l25_d0.50_instance01,7,3,8,12,18,3,3,3
scenario_n100_l25_d0.80_instance01,7,2,8,12,18,2,2,2
scenario_n100_l50_d0.20_instance01,7,7,14,23,31,7,7,7
scenario_n100_l50_d0.50_instance01,7,4,14,22,31,4,4,4
scenario_n100_l50_d0.80_instance01,7,4,14,22,31,4,4,4
scenario_n20_l20_d0.20_instance01,7,7,7,8,9,7,7,7
scenario_n20_l20_d0.50_instance01,7,5,5,7,8,5,5,4
scenario_n20_l20_d0.80_instance01,7,3,4,6,7,3,3,3
scenario_n30_l30_d0.20_instance01,7,10,9,11,14,9,9,9
scenario_n30_l30_d0.50_instance01,7,6,8,9,13,6,6,6
scenario_n30_l30_d0.80_instance01,7,3,7,9,13,3,3,3
scenario_n40_l40_d0.20_instance01,7,11,12,15,16,11,11,11
scenario_n40_l40_d0.50_instance01,7,6,9,13,18,6,6,6
scenario_n40_l40_d0.80_instance01,7,4,9,14,18,4,4,4
scenario_n500_l125_d0.20_instance01,7,14,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,7,7,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,7,3,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,7,26,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,7,11,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,7,5,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,7,32,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,7,15,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,7,6,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,7,40,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,7,16,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,7,10,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,7,43,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,7,21,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,7,10,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,7,5,5,6,8,5,5,5
scenario_n50_l12_d0.50_instance01,7,2,4,5,8,2,2,2
scenario_n50_l12_d0.80_instance01,7,2,4,6,8,2,2,2
scenario_n50_l25_d0.20_instance01,7,5,8,11,15,5,5,5
scenario_n50_l25_d0.50_instance01,7,4,7,11,15,4,4,4
scenario_n50_l25_d0.80_instance01,7,2,7,11,15,2,2,2
scenario_n50_l50_d0.20_instance01,7,9,12,18,24,9,9,9
scenario_n50_l50_d0.50_instance01,7,5,12,17,23,5,5,5
scenario_n50_l50_d0.80_instance01,7,3,12,17,23,3,3,3
scenario_n50_l62_d0.20_instance01,7,15,17,20,26,15,15,15
scenario_n50_l62_d0.50_instance01,7,7,15,19,25,7,7,7
scenario_n50_l62_d0.80_instance01,7,5,14,21,25,5,5,5
scenario_n1000_l1000_d0.20_instance01,8,66,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,8,52,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,8,20,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,8,72,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,8,50,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,8,33,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,8,43,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,8,34,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,8,13,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,8,44,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,8,40,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,8,19,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,8,59,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,8,44,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,8,23,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,8,17,26,37,50,17,17,17
scenario_n100_l100_d0.50_instance01,8,6,25,37,50,6,6,6
scenario_n100_l100_d0.80_instance01,8,4,24,37,47,4,4,4
scenario_n100_l125_d0.20_instance01,8,16,31,42,54,16,16,16
scenario_n100_l125_d0.50_instance01,8,8,30,42,55,8,8,8
scenario_n100_l125_d0.80_instance01,8,5,30,42,51,5,5,5
scenario_n100_l25_d0.20_instance01,8,6,8,12,18,5,5,5
scenario_n100_l25_d0.50_instance01,8,2,8,12,18,2,2,2
scenario_n100_l25_d0.80_instance01,8,2,8,12,18,2,2,2
scenario_n100_l50_d0.20_instance01,8,6,15,22,31,6,6,6
scenario_n100_l50_d0.50_instance01,8,5,14,22,31,5,5,5
scenario_n100_l50_d0.80_instance01,8,4,14,23,32,4,4,4
scenario_n20_l20_d0.20_instance01,8,9,8,9,9,8,8,8
scenario_n20_l20_d0.50_instance01,8,5,4,6,8,4,4,4
scenario_n20_l20_d0.80_instance01,8,3,4,6,7,3,3,3
scenario_n30_l30_d0.20_instance01,8,9,8,11,14,8,8,7
scenario_n30_l30_d0.50_instance01,8,5,7,10,12,5,5,5
scenario_n30_l30_d0.80_instance01,8,4,7,10,12,4,4,4
scenario_n40_l40_d0.20_instance01,8,11,11,14,19,9,10,10
scenario_n40_l40_d0.50_instance01,8,5,10,12,18,5,5,5
scenario_n40_l40_d0.80_instance01,8,4,10,13,17,4,4,4
scenario_n500_l125_d0.20_instance01,8,16,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,8,6,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,8,3,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,8,21,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,8,12,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,8,5,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,8,28,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,8,14,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,8,8,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,8,33,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,8,18,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,8,7,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,8,42,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,8,21,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,8,10,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,8,3,4,6,7,3,3,3
scenario_n50_l12_d0.50_instance01,8,2,4,6,8,2,2,2
scenario_n50_l12_d0.80_instance01,8,2,4,6,8,2,2,2
scenario_n50_l25_d0.20_instance01,8,7,7,10,15,7,7,7
scenario_n50_l25_d0.50_instance01,8,3,7,11,15,3,3,3
scenario_n50_l25_d0.80_instance01,8,3,7,11,15,3,3,3
scenario_n50_l50_d0.20_instance01,8,11,13,19,23,11,11,10
scenario_n50_l50_d0.50_instance01,8,5,13,17,22,5,5,5
scenario_n50_l50_d0.80_instance01,8,5,12,16,21,5,5,5
scenario_n50_l62_d0.20_instance01,8,13,16,21,26,13,13,13
scenario_n50_l62_d0.50_instance01,8,6,15,20,24,6,6,6
scenario_n50_l62_d0.80_instance01,8,4,14,19,23,4,4,4
scenario_n1000_l1000_d0.20_instance01,9,67,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,9,52,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,9,28,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,9,74,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,9,51,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,9,29,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,9,43,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,9,33,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,9,11,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,9,53,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,9,39,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,9,19,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,9,56,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,9,41,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,9,21,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,9,14,26,36,49,14,14,14
scenario_n100_l100_d0.50_instance01,9,7,26,37,48,7,7,7
scenario_n100_l100_d0.80_instance01,9,6,25,35,46,6,6,6
scenario_n100_l125_d0.20_instance01,9,14,28,41,55,14,14,14
scenario_n100_l125_d0.50_instance01,9,8,31,44,55,8,8,8
scenario_n100_l125_d0.80_instance01,9,6,30,43,54,6,6,6
scenario_n100_l25_d0.20_instance01,9,5,8,12,19,5,5,5
scenario_n100_l25_d0.50_instance01,9,3,8,12,18,3,3,3
scenario_n100_l25_d0.80_instance01,9,2,8,12,18,2,2,2
scenario_n100_l50_d0.20_instance01,9,9,15,21,32,9,9,9
scenario_n100_l50_d0.50_instance01,9,4,14,22,30,4,4,4
scenario_n100_l50_d0.80_instance01,9,3,14,22,33,3,3,3
scenario_n20_l20_d0.20_instance01,9,9,8,8,10,9,9,9
scenario_n20_l20_d0.50_instance01,9,4,4,6,7,4,4,4
scenario_n20_l20_d0.80_instance01,9,3,4,6,8,3,3,3
scenario_n30_l30_d0.20_instance01,9,12,11,12,15,11,11,10
scenario_n30_l30_d0.50_instance01,9,5,7,10,13,5,5,5
scenario_n30_l30_d0.80_instance01,9,4,6,10,11,4,4,4
scenario_n40_l40_d0.20_instance01,9,8,10,13,19,8,8,8
scenario_n40_l40_d0.50_instance01,9,4,10,13,18,4,4,4
scenario_n40_l40_d0.80_instance01,9,4,9,14,16,4,4,4
scenario_n500_l125_d0.20_instance01,9,16,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,9,7,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,9,3,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,9,20,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,9,11,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,9,5,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,9,29,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,9,16,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,9,7,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,9,42,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,9,15,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,9,9,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,9,38,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,9,22,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,9,12,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,9,4,5,6,8,4,4,4
scenario_n50_l12_d0.50_instance01,9,2,4,6,8,2,2,2
scenario_n50_l12_d0.80_instance01,9,1,4,5,8,1,1,1
scenario_n50_l25_d0.20_instance01,9,7,8,11,15,7,6,7
scenario_n50_l25_d0.50_instance01,9,3,7,11,15,3,3,3
scenario_n50_l25_d0.80_instance01,9,3,7,10,15,3,3,3
scenario_n50_l50_d0.20_instance01,9,12,13,17,23,12,12,12
scenario_n50_l50_d0.50_instance01,9,6,12,17,21,6,6,6
scenario_n50_l50_d0.80_instance01,9,5,12,17,23,5,5,5
scenario_n50_l62_d0.20_instance01,9,13,17,21,27,13,13,13
scenario_n50_l62_d0.50_instance01,9,5,14,19,24,5,5,5
scenario_n50_l62_d0.80_instance01,9,6,14,20,26,6,6,6
scenario_n1000_l1000_d0.20_instance01,10,74,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,10,47,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,10,25,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,10,73,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,10,53,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,10,34,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,10,42,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,10,36,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,10,12,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,10,53,NA,NA,NA,NA,NA,NA
