# master_seed: 1783263541
instance,run_id,seed,greedy,rand_0.3,rand_0.5,rand_0.8,react_0.5,react_1.0,react_2.0,time_greedy,time_rand_0.3,time_rand_0.5,time_rand_0.8,time_react_0.5,time_react_1.0,time_react_2.0
scenario_n40_l40_d0.80_instance01,8,6408,4,4,7,11,4,4,4,0.934,55.058900,59.241400,63.636900,583.796500,572.551000,564.500000,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,8,6408,15,NA,NA,NA,NA,NA,NA,27.987,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,8,6408,8,NA,NA,NA,NA,NA,NA,77.6101,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,8,6408,3,NA,NA,NA,NA,NA,NA,139.447,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,8,6408,25,NA,NA,NA,NA,NA,NA,37.4442,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,8,6408,13,NA,NA,NA,NA,NA,NA,81.1821,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,8,6408,6,NA,NA,NA,NA,NA,NA,141.347,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,8,6408,29,NA,NA,NA,NA,NA,NA,48.2584,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,8,6408,15,NA,NA,NA,NA,NA,NA,89.8887,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,8,6408,7,NA,NA,NA,NA,NA,NA,142.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,8,6408,37,NA,NA,NA,NA,NA,NA,66.2126,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,8,6408,17,NA,NA,NA,NA,NA,NA,113.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,8,6408,8,NA,NA,NA,NA,NA,NA,148.887,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,8,6408,45,NA,NA,NA,NA,NA,NA,87.5583,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,8,6408,24,NA,NA,NA,NA,NA,NA,112.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,8,6408,10,NA,NA,NA,NA,NA,NA,158.606,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,8,6408,4,4,4,4,3,3,3,0.5834,25.105000,25.232200,25.111000,246.427000,257.999700,245.884100,0.200000,0.200000,0.200000
scenario_n50_l12_d0.50_instance01,8,6408,2,2,3,4,2,2,2,0.8386,41.166400,41.067300,40.744400,409.094600,409.932900,410.357400,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,8,6408,1,2,3,4,2,2,2,1.0121,57.316300,55.762200,56.072200,568.008700,567.213700,569.188100,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,8,6408,8,8,8,8,7,7,7,0.8044,36.221300,36.082800,36.454000,359.987500,362.072400,361.232100,0.100000,0.200000,0.100000
scenario_n50_l25_d0.50_instance01,8,6408,5,4,5,7,4,4,4,1.013,52.648700,51.548100,52.562800,511.266800,511.803100,520.340200,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,8,6408,3,3,5,8,3,3,3,1.2671,65.635700,65.919500,68.582800,663.629700,661.725900,658.263700,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,8,6408,10,9,12,15,9,9,9,1.3462,57.571300,62.074600,66.601600,613.961100,610.597300,608.692400,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,8,6408,5,5,9,14,5,5,5,1.2726,71.019800,76.949100,85.372400,757.614300,762.990900,751.514100,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,8,6408,4,5,9,13,5,5,5,1.3304,87.700300,93.205800,102.082400,933.915000,910.177700,905.968500,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,8,6408,14,13,14,17,13,12,12,1.7091,74.343900,77.235800,84.579000,782.742100,779.941200,771.618900,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,8,6408,6,7,12,15,7,6,7,1.3939,78.306500,89.024800,99.643400,887.169300,858.388300,850.284700,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,8,6408,4,7,12,16,7,7,7,1.6478,97.278900,108.790000,128.631500,1063.947300,1035.393100,1025.051400,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,9,29793,63,NA,NA,NA,NA,NA,NA,365.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,9,29793,49,NA,NA,NA,NA,NA,NA,665.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,9,29793,26,NA,NA,NA,NA,NA,NA,996.493,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,9,29793,71,NA,NA,NA,NA,NA,NA,434.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,9,29793,51,NA,NA,NA,NA,NA,NA,735.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,9,29793,27,NA,NA,NA,NA,NA,NA,1010.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,9,29793,38,NA,NA,NA,NA,NA,NA,220.919,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,9,29793,34,NA,NA,NA,NA,NA,NA,556.731,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,9,29793,12,NA,NA,NA,NA,NA,NA,959.977,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,9,29793,50,NA,NA,NA,NA,NA,NA,256.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,9,29793,43,NA,NA,NA,NA,NA,NA,588.799,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,9,29793,17,NA,NA,NA,NA,NA,NA,967.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,9,29793,60,NA,NA,NA,NA,NA,NA,309.473,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,9,29793,45,NA,NA,NA,NA,NA,NA,606.876,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,9,29793,17,NA,NA,NA,NA,NA,NA,953.567,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,9,29793,13,13,19,28,13,13,12,3.889,224.796100,268.906600,299.291100,2577.846100,2516.537000,2480.659400,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,9,29793,8,10,19,26,10,10,10,4.0342,302.448500,340.578300,382.081400,3364.284000,3259.273400,3195.477600,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,9,29793,6,10,19,25,10,10,10,4.7571,398.614500,441.989600,490.199100,4357.420200,4335.483000,4194.079100,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,9,29793,16,17,24,32,16,16,16,4.7909,279.624400,322.607600,374.334100,3212.054900,3124.209300,3078.198700,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,9,29793,6,13,23,32,13,13,12,4.1078,367.213200,410.614300,466.779500,4041.192600,3962.612100,3751.965600,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,9,29793,6,13,22,32,13,13,13,5.1968,447.954700,518.126700,579.824500,5054.917600,4959.329000,4893.979100,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,9,29793,6,5,6,8,5,5,5,1.4634,106.793300,103.095500,103.063700,1033.481500,1027.736300,1026.545800,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,9,29793,3,3,5,8,3,3,3,2.4255,195.307800,197.168900,196.636800,1976.339700,1968.543900,1972.359000,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,9,29793,2,3,5,8,3,3,3,3.6671,291.283500,291.093400,293.736700,2936.858600,2963.075400,2932.670800,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,9,29793,8,9,10,15,8,8,8,1.7543,134.478400,136.868400,142.927800,1369.275200,1365.766700,1361.043700,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,9,29793,5,5,10,15,5,5,5,2.8006,228.833000,236.998900,244.003100,2354.371400,2347.967500,2324.369400,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,9,29793,3,5,10,14,5,5,5,3.8134,328.234300,331.447800,336.465900,3310.828200,3333.033000,3296.643100,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,9,29793,9,9,9,9,9,9,9,0.2926,11.377000,11.496200,11.565600,114.127600,114.135900,114.605800,0.300000,0.100000,0.200000
scenario_n20_l20_d0.50_instance01,9,29793,6,5,6,5,5,5,5,0.3755,13.132600,13.695900,13.658900,132.903300,132.464900,132.735400,0.200000,0.200000,0.300000
scenario_n20_l20_d0.80_instance01,9,29793,3,3,4,5,3,3,3,0.4094,15.332000,15.451400,16.481100,156.167000,155.784500,155.242600,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,9,29793,9,8,9,9,8,8,8,0.6861,24.375200,25.445200,26.488200,255.032000,253.124300,252.516700,0.100000,0.100000,0.100000
scenario_n30_l30_d0.50_instance01,9,29793,5,5,6,7,5,5,5,0.6337,27.379200,29.161800,29.749700,283.727300,281.991300,280.937900,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,9,29793,4,4,6,8,4,4,4,0.784,32.845100,35.132500,36.766400,344.074600,340.470600,337.045700,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,9,29793,11,11,11,12,11,11,11,0.931,38.583400,40.126900,41.865500,396.695400,403.039100,392.344400,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,9,29793,5,5,8,10,5,5,5,0.9437,49.621400,49.783000,54.062600,515.280800,500.347400,495.413300,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,9,29793,4,5,7,10,4,4,4,0.9397,56.864000,60.080000,64.118600,586.341100,576.307500,573.744200,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,9,29793,15,NA,NA,NA,NA,NA,NA,28.1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,9,29793,8,NA,NA,NA,NA,NA,NA,79.429,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,9,29793,4,NA,NA,NA,NA,NA,NA,143.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,9,29793,23,NA,NA,NA,NA,NA,NA,36.2932,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,9,29793,10,NA,NA,NA,NA,NA,NA,80.8389,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,9,29793,6,NA,NA,NA,NA,NA,NA,142.097,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,9,29793,29,NA,NA,NA,NA,NA,NA,47.9977,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,9,29793,13,NA,NA,NA,NA,NA,NA,88.1245,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,9,29793,6,NA,NA,NA,NA,NA,NA,143.171,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,9,29793,38,NA,NA,NA,NA,NA,NA,67.9087,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,9,29793,18,NA,NA,NA,NA,NA,NA,96.9909,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,9,29793,8,NA,NA,NA,NA,NA,NA,149.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,9,29793,42,NA,NA,NA,NA,NA,NA,82.277,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,9,29793,20,NA,NA,NA,NA,NA,NA,104.772,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,9,29793,11,NA,NA,NA,NA,NA,NA,155.987,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,9,29793,5,5,4,5,4,4,4,0.5611,24.838900,24.661400,24.764700,247.016300,250.925800,246.856800,0.200000,0.200000,0.200000
scenario_n50_l12_d0.50_instance01,9,29793,2,2,3,4,2,2,2,0.717,40.065100,39.850700,39.774800,398.309400,399.362800,398.964800,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,9,29793,1,2,3,4,2,2,2,0.962,57.515500,55.766400,55.846600,563.441600,562.873500,578.526700,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,9,29793,5,5,6,8,5,5,5,0.7219,34.910800,35.388700,36.341500,357.173400,347.683400,352.040600,0.100000,0.100000,0.100000
scenario_n50_l25_d0.50_instance01,9,29793,4,4,5,8,4,4,4,0.9472,52.738500,52.368900,52.317800,512.971600,515.744600,510.968600,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,9,29793,2,3,5,7,3,3,3,1.2659,66.941500,67.190700,69.028100,665.123700,666.535000,655.787000,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,9,29793,8,8,10,14,8,8,8,1.1144,57.857200,65.428200,68.032900,612.705100,600.770000,591.344600,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,9,29793,6,6,9,13,5,5,6,1.4236,73.206600,78.128800,85.614900,772.775200,769.030600,767.615600,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,9,29793,5,6,10,13,5,5,5,1.5411,87.468100,90.934700,97.135300,900.796000,899.676700,902.695500,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,9,29793,12,12,13,15,12,12,12,1.7443,75.015800,82.585000,90.407300,822.353800,810.761000,806.642500,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,9,29793,5,7,12,15,7,7,7,1.4902,84.026700,96.006800,104.632900,943.077300,915.498800,889.805700,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,9,29793,3,7,12,16,7,7,7,1.6551,97.550800,107.120700,117.185900,1054.434700,1039.563800,1024.859800,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,10,9247,67,NA,NA,NA,NA,NA,NA,379.628,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,10,9247,48,NA,NA,NA,NA,NA,NA,655.441,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,10,9247,28,NA,NA,NA,NA,NA,NA,999.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,10,9247,75,NA,NA,NA,NA,NA,NA,444.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,10,9247,52,NA,NA,NA,NA,NA,NA,705.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,10,9247,30,NA,NA,NA,NA,NA,NA,1024.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,10,9247,36,NA,NA,NA,NA,NA,NA,216.402,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,10,9247,37,NA,NA,NA,NA,NA,NA,567.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,10,9247,11,NA,NA,NA,NA,NA,NA,945.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,10,9247,50,NA,NA,NA,NA,NA,NA,255.743,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,10,9247,39,NA,NA,NA,NA,NA,NA,580.399,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,10,9247,16,NA,NA,NA,NA,NA,NA,946.647,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,10,9247,59,NA,NA,NA,NA,NA,NA,304.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,10,9247,45,NA,NA,NA,NA,NA,NA,619.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,10,9247,20,NA,NA,NA,NA,NA,NA,948.917,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,10,9247,13,13,20,27,13,12,13,3.6619,220.063300,241.897200,272.874500,2408.791800,2408.497600,2324.221400,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,10,9247,7,11,20,27,10,10,10,3.8928,299.618300,334.888000,372.655200,3374.324600,3347.033900,3187.870100,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,10,9247,5,10,19,28,10,10,10,4.7,404.042900,461.868500,489.581300,4387.579500,4321.673400,4159.937600,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,10,9247,15,16,23,30,15,16,16,4.993,281.440100,324.319100,375.758200,3226.426400,3173.854200,3134.256800,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,10,9247,8,13,23,32,13,13,13,4.3911,352.987900,414.463800,470.836000,4088.181800,3914.008600,3834.967700,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,10,9247,6,13,24,32,13,13,12,5.283,453.684700,514.485800,565.749000,5023.569100,4939.000000,4797.354900,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,10,9247,5,5,6,8,5,5,5,1.4135,101.792000,102.000300,103.822600,1025.201400,1024.156800,1025.140300,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,10,9247,3,3,5,8,3,3,3,2.4534,195.121400,194.982200,197.017400,1980.263600,1956.349300,1962.373700,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,10,9247,2,3,5,8,3,3,3,3.6507,288.913300,291.182000,295.104800,2924.554500,2916.957300,2909.032700,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,10,9247,8,8,10,15,8,8,8,1.9712,136.950100,139.456800,146.310100,1395.264800,1380.705900,1376.031600,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,10,9247,5,5,10,15,5,5,5,2.8235,229.644100,232.826700,239.250400,2333.369800,2336.143900,2316.956600,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,10,9247,4,5,10,15,5,5,5,3.9484,321.429900,335.951600,341.902400,3327.785100,3311.747000,3260.847700,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,10,9247,9,9,9,9,9,8,8,0.4151,11.187300,11.505500,11.875300,114.549800,114.023400,120.685900,0.300000,0.200000,0.200000
scenario_n20_l20_d0.50_instance01,10,9247,5,4,4,5,4,4,4,0.2626,11.916800,12.108700,12.561600,120.579400,119.674100,119.843000,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,10,9247,3,3,3,5,3,3,3,0.3847,14.725600,14.936100,15.544900,149.718400,149.562600,148.756300,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,10,9247,6,6,6,8,6,6,6,0.5647,22.166100,22.932200,24.785200,232.006800,229.305500,226.163200,0.100000,0.100000,0.100000
scenario_n30_l30_d0.50_instance01,10,9247,5,5,6,8,4,4,4,0.6703,28.045100,29.299800,33.748700,288.232300,288.022500,287.502500,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,10,9247,5,4,6,7,4,4,4,0.8426,33.490500,35.696800,36.789200,346.939700,346.458400,341.649500,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,10,9247,10,10,11,12,10,9,10,1.0006,39.115700,39.824000,41.729900,401.195000,398.280300,401.135500,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,10,9247,5,5,7,10,5,5,5,0.9206,45.814800,48.607200,53.010500,481.934000,478.813000,472.704600,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,10,9247,3,4,7,9,4,4,4,0.9603,53.570200,57.287100,61.275800,565.243200,559.379000,552.547300,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,10,9247,15,NA,NA,NA,NA,NA,NA,28.5854,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,10,9247,7,NA,NA,NA,NA,NA,NA,78.7125,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,10,9247,3,NA,NA,NA,NA,NA,NA,141.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,10,9247,26,NA,NA,NA,NA,NA,NA,37.1718,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,10,9247,13,NA,NA,NA,NA,NA,NA,82.3855,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,10,9247,5,NA,NA,NA,NA,NA,NA,141.621,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,10,9247,36,NA,NA,NA,NA,NA,NA,67.6784,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,10,9247,13,NA,NA,NA,NA,NA,NA,88.6249,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,10,9247,7,NA,NA,NA,NA,NA,NA,145.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,10,9247,35,NA,NA,NA,NA,NA,NA,67.427,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,10,9247,15,NA,NA,NA,NA,NA,NA,97.8197,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,10,9247,9,NA,NA,NA,NA,NA,NA,153.548,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,10,9247,43,NA,NA,NA,NA,NA,NA,85.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,10,9247,18,NA,NA,NA,NA,NA,NA,102.608,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,10,9247,12,NA,NA,NA,NA,NA,NA,157.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,10,9247,4,4,4,5,4,4,4,0.5402,24.301100,24.478800,24.698600,244.077600,243.640900,243.555400,0.200000,0.200000,0.100000
scenario_n50_l12_d0.50_instance01,10,9247,2,2,3,4,2,2,2,0.8578,40.257200,40.355900,40.641600,403.820000,403.183300,401.740200,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,10,9247,1,2,3,4,2,2,2,1.0202,55.460500,54.788500,54.961400,551.415600,562.509300,553.309100,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,10,9247,7,7,7,8,7,7,6,0.8356,35.225100,36.518000,36.149500,351.212300,351.922600,350.756900,0.100000,0.200000,0.200000
scenario_n50_l25_d0.50_instance01,10,9247,5,5,6,8,5,4,5,0.9932,50.529300,51.263400,52.976800,513.139100,511.496100,513.576300,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,10,9247,3,4,5,8,4,4,4,1.0977,66.390700,66.035000,67.561700,661.157800,657.776300,656.636400,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,10,9247,12,12,12,14,12,12,12,1.3999,61.815700,63.794600,67.867700,643.598600,641.133500,638.448600,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,10,9247,6,6,10,13,5,6,6,1.3042,71.888900,76.096400,82.950400,747.474300,739.473000,729.527800,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,10,9247,4,5,9,13,5,5,5,1.4623,85.186400,91.044200,97.179500,892.917600,893.373100,866.093200,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,10,9247,12,12,13,17,11,12,12,1.6022,68.965200,73.926900,81.051900,733.677200,738.305600,730.339500,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,10,9247,5,7,12,15,6,6,7,1.4181,83.107500,95.637500,112.640000,936.369400,918.518000,884.609000,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,10,9247,5,7,11,16,7,7,6,1.7627,96.945200,107.934600,118.560500,1061.335300,1042.529100,1016.156500,0.100000,0.100000,0.100000
